caseid,hh_size,age,sex,race,hispanic,married,gen_health,educ_level,emp_status,worker_class,industry,spouse_emp,num_children,well_rested,life_satisfaction,leisure_min,work_min
20211210210586,2,58,F,White,0,0,Very Good,HS Graduate,Employed,Private,Accomodation & Food Services,Not Applicable,0,A Little,4,15,690
20211210210590,1,21,F,Black,0,0,Fair,Some College,Employed,Self-Employed,Information,Not Applicable,0,Not at all,6,0,555
20211210210604,2,77,F,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,210,0
20211210210628,1,54,M,White,0,0,Very Good,Bachelors,Employed,Private,Information,Not Applicable,0,Somewhat,9,300,670
20211210210633,2,73,F,White,1,1,Very Good,HS Graduate,Employed,Government,Health Care & Social Services,Not Employed,0,Somewhat,8,565,60
20211210210671,3,52,F,White,0,1,Poor,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,5,120,0
20211210210674,1,62,M,White,0,0,Very Good,Bachelors,Employed,Private,Real Estate,Not Applicable,0,Very,4,420,0
20211210210725,4,35,F,White,1,0,Good,Some HS,Employed,Private,Management & Education,Not Applicable,3,Very,0,30,425
20211210210726,5,28,M,White,0,0,Good,Bachelors,Employed,Government,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,7,510,0
20211210210734,1,63,F,White,0,0,Poor,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,5,274,0
20211210210768,2,41,M,White,0,0,Fair,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Somewhat,5,420,0
20211210210772,2,17,M,2+ Races,0,0,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,240,0
20211210210777,6,37,M,White,1,1,Very Good,HS Graduate,Employed,Private,Manufacturing- Durable Goods,Not Employed,4,Very,10,60,505
20211210210785,2,85,M,White,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,930,0
20211210210818,1,74,F,Black,0,0,Fair,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,0,Somewhat,9,450,0
20211210210824,4,37,M,White,0,1,Very Good,Professional/PhD,Employed,Private,Management & Education,Employed,2,A Little,7,60,300
20211210210832,2,80,F,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,A Little,8,240,0
20211210210878,4,32,F,White,0,1,Very Good,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Employed,2,A Little,9,75,0
20211210210893,1,24,M,White,0,0,Good,Bachelors,Employed,Private,Real Estate,Not Applicable,0,Somewhat,7,135,430
20211210210919,3,44,F,White,0,1,Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Employed,1,Somewhat,10,420,0
20211210210949,2,64,M,White,1,1,Very Good,HS Graduate,Unemployed,Not Applicable,Other Services,Employed,0,Very,8,390,0
20211210210966,1,51,F,White,1,0,Fair,Some College,Employed,Private,Health Care & Social Services,Not Applicable,0,A Little,5,0,960
20211210211014,2,64,M,American Indian/Alaskan Native,0,1,Very Good,Middle,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,8,575,0
20211210211021,2,41,F,White,0,1,Excellent,HS Graduate,Employed,Self-Employed,Manufacturing- Non-Durable Goods,Employed,0,Very,10,180,0
20211210211081,1,28,M,White,0,0,Excellent,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,0,Very,7,195,540
20211210211106,2,62,F,White,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,3,961,0
20211210211138,4,17,M,White,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,6,630,0
20211210211172,5,28,M,White,1,0,Good,Middle,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,7,389,0
20211210211175,4,47,M,White,1,1,Good,Bachelors,Employed,Private,Manufacturing- Durable Goods,Not Employed,2,Somewhat,8,90,435
20211210211182,4,51,M,Black,0,1,Very Good,HS Graduate,Employed,Private,Manufacturing- Durable Goods,Employed,2,Very,10,329,0
20211210211198,2,65,F,White,244,1,Very Good,Some College,Employed,Government,Other Services,Employed,0,Very,10,420,0
20211210211201,2,74,M,White,0,1,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,A Little,8,830,0
20211210211268,2,68,M,White,0,1,Excellent,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,7,210,0
20211210211271,1,25,F,White,0,0,Excellent,Bachelors,Employed,Government,Other Services,Not Applicable,0,Very,6,530,0
20211210211297,1,66,F,White,0,0,Very Good,Bachelors,Employed,Self-Employed,Health Care & Social Services,Not Applicable,0,Somewhat,8,395,0
20211210211315,3,49,M,Asian/Pacific Islander,0,1,Very Good,Masters,Employed,Private,Real Estate,Not Employed,1,Somewhat,6,315,555
20211210211353,2,65,F,White,1,0,Poor,Middle,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,5,375,0
20211210211358,3,48,M,White,0,1,Good,HS Graduate,Employed,Private,"Agriculture, Mining, Construction",Employed,0,Very,9,10,460
20211210211360,2,53,F,White,1,1,Excellent,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,10,290,0
20211210211362,3,27,F,White,1,1,Excellent,HS Graduate,Employed,Private,Health Care & Social Services,Employed,1,Very,10,30,399
20211210211365,4,41,M,Asian/Pacific Islander,0,1,Very Good,Masters,Employed,Private,Real Estate,Employed,2,Very,10,210,0
20211210211378,5,35,M,White,0,0,Good,HS Graduate,Employed,Private,Other Services,Employed,3,A Little,8,40,485
20211210211384,2,68,F,White,0,1,Very Good,Masters,Employed,Private,Finance & Insurance,Not Employed,0,Very,8,285,0
20211210211386,6,15,M,White,1,0,Very Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,7,121,0
20211210211405,1,54,M,White,0,0,Fair,Bachelors,Employed,Private,Real Estate,Not Applicable,0,Not at all,3,210,565
20211210211411,1,46,M,White,1,0,Good,Middle,Employed,Private,Accomodation & Food Services,Not Applicable,0,Very,6,300,535
20211210211468,4,50,F,White,0,1,Good,Bachelors,Employed,Private,Management & Education,Employed,2,Very,6,130,425
20211210211482,1,62,M,White,0,0,Very Good,Some College,Employed,Self-Employed,Management & Education,Not Applicable,0,Very,10,300,295
20211210211507,2,43,F,White,0,0,Good,Bachelors,Unemployed,Not Applicable,Other Services,Not Applicable,1,Not at all,4,90,0
20211210211602,4,42,F,White,1,0,Fair,Some College,Employed,Government,Other Services,Not Applicable,1,Very,7,60,585
20211210211610,5,62,M,White,0,1,Excellent,HS Graduate,Employed,Government,Other Services,Employed,0,A Little,10,1005,0
20211210211611,2,51,F,White,1,1,Poor,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Not at all,10,500,0
20211210211622,2,29,F,Black,0,0,Good,HS Graduate,Employed,Private,Management & Education,Employed,0,Not at all,4,435,440
20211210211629,3,31,F,White,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,1,Somewhat,8,279,0
20211210211640,2,80,M,White,0,1,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,295,0
20211210211643,2,69,F,White,1,1,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,405,0
20211210211672,3,20,M,White,0,0,Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,7,135,690
20211210211680,3,51,M,Black,0,0,Fair,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,8,405,490
20211210211717,1,25,F,White,0,0,Poor,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,5,713,0
20211210211730,1,55,M,White,0,0,Excellent,HS Graduate,Employed,Self-Employed,Information,Not Applicable,0,Very,10,210,630
20211210211745,3,39,M,White,0,0,Very Good,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Not at all,3,800,0
20211210211769,6,49,M,White,0,1,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Employed,3,A Little,10,235,600
20211210211880,6,32,M,White,0,1,Excellent,HS Graduate,Employed,Private,Management & Education,Not Employed,4,Very,10,0,900
20211210211913,1,57,M,White,1,0,Good,HS Graduate,Employed,Private,Manufacturing- Durable Goods,Not Applicable,0,Somewhat,8,60,615
20211210211950,4,41,F,White,0,1,Good,Some College,Employed,Private,Management & Education,Employed,2,A Little,8,90,360
20211210211952,8,43,F,White,1,0,Fair,Elementary,Employed,Private,Accomodation & Food Services,Not Applicable,1,Somewhat,7,145,495
20211210211958,1,70,F,Black,0,0,Excellent,Some College,Employed,Private,Health Care & Social Services,Not Applicable,0,Very,10,540,0
20211210211988,5,35,F,Black,0,1,Fair,HS Graduate,Employed,Private,Finance & Insurance,Employed,3,Very,5,525,0
20211210212021,5,36,F,White,1,1,Excellent,Masters,Employed,Private,Management & Education,Employed,3,Very,6,30,0
20211210212033,2,65,F,White,0,1,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,750,0
20211210212048,4,19,M,White,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,632,0
20211210212093,5,52,F,White,1,1,Good,Middle,Employed,Private,Health Care & Social Services,Not Employed,1,Somewhat,10,35,365
20211210212120,3,57,M,White,0,0,Very Good,Some College,Employed,Private,Real Estate,Employed,0,Very,8,405,30
20211210212132,1,78,F,White,0,0,Fair,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,5,590,0
20211210212138,2,79,F,White,0,1,Excellent,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,270,0
20211210212161,6,45,F,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,9,545,0
20211210212170,1,54,F,White,1,0,Very Good,Some College,Employed,Private,"Agriculture, Mining, Construction",Not Applicable,0,Somewhat,9,60,525
20211210212189,4,22,F,Black,0,0,Very Good,Some College,Unemployed,Not Applicable,Other Services,Not Applicable,0,Very,4,20,137
20211210212238,4,55,M,White,1,1,Good,Middle,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,605,0
20211210212240,4,51,F,White,0,1,Very Good,Masters,Employed,Government,Management & Education,Employed,1,Somewhat,8,125,555
20211210212251,5,23,F,White,0,0,Good,Some College,Employed,Private,Management & Education,Not Applicable,0,A Little,5,140,20
20211210212259,2,67,M,White,0,1,Very Good,Masters,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Somewhat,7,30,412
20211210212262,1,64,F,White,0,0,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,765,0
20211210212283,2,54,M,White,0,0,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,5,450,0
20211210212294,4,36,F,Black,0,1,Excellent,Masters,Employed,Private,Manufacturing- Non-Durable Goods,Employed,2,Very,10,0,478
20211210212316,1,57,M,Black,0,0,Excellent,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,725,0
20211210212379,4,35,M,White,0,1,Good,Masters,Employed,Government,Management & Education,Employed,2,Somewhat,8,60,770
20211210212410,3,35,M,White,0,1,Good,Bachelors,Employed,Private,Real Estate,Employed,1,Somewhat,7,50,550
20211210212412,2,58,F,Black,0,1,Good,Bachelors,Employed,Private,Health Care & Social Services,Employed,0,Not at all,8,115,585
20211210212453,2,67,F,White,0,1,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,A Little,8,432,0
20211210212469,3,52,M,White,0,1,Very Good,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,Very,8,575,0
20211210212478,2,38,M,White,0,1,Excellent,Bachelors,Employed,Private,Real Estate,Employed,0,Very,6,90,300
20211210212486,6,32,M,White,0,1,Good,Bachelors,Employed,Government,Management & Education,Employed,4,Somewhat,6,303,35
20211210212506,2,58,F,White,0,0,Very Good,HS Graduate,Employed,Private,Information,Employed,0,Very,8,240,540
20211210212514,1,68,M,White,0,0,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,5,470,0
20211210212566,5,54,M,White,0,1,Very Good,HS Graduate,Employed,Private,Manufacturing- Durable Goods,Employed,1,Somewhat,10,185,495
20211210212578,6,16,F,White,0,0,Very Good,Some HS,Employed,Private,Health Care & Social Services,Not Applicable,0,Very,9,441,0
20211211210013,2,37,M,White,0,1,Very Good,Professional/PhD,Employed,Private,Management & Education,Employed,0,Somewhat,7,155,0
20211211210015,1,68,F,White,0,0,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,9,474,0
20211211210020,2,77,F,White,0,1,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,300,0
20211211210042,5,62,M,Black,1,1,Fair,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,210,0
20211211210512,1,60,M,White,1,0,Very Good,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,9,590,0
20211211210517,2,24,M,White,0,0,Very Good,Bachelors,Employed,Private,Manufacturing- Durable Goods,Employed,0,Very,8,431,0
20211211210519,3,54,F,Black,0,1,Good,Some College,Employed,Private,Health Care & Social Services,Employed,0,Very,10,325,0
20211211210527,5,15,F,White,0,0,Excellent,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,7,90,0
20211211210529,5,39,M,White,1,1,Fair,Some HS,Employed,Private,Manufacturing- Non-Durable Goods,Employed,3,Not at all,6,220,0
20211211210530,1,76,F,White,0,0,Excellent,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,270,0
20211211210537,1,70,F,White,0,0,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,268,0
20211211210545,4,51,F,White,0,1,Fair,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,0,A Little,7,60,0
20211211210563,2,55,F,White,0,0,Very Good,Bachelors,Employed,Government,Management & Education,Not Applicable,1,Somewhat,7,0,0
20211211210567,2,27,M,Asian/Pacific Islander,0,0,Excellent,Masters,Employed,Private,Management & Education,Not Applicable,0,Somewhat,6,90,180
20211211210571,1,37,M,White,0,0,Very Good,Some College,Employed,Private,Other Services,Not Applicable,0,Very,6,377,0
20211211210578,1,64,F,Black,0,0,Fair,Some College,Employed,Private,Health Care & Social Services,Not Applicable,0,Somewhat,5,118,240
20211211210584,2,61,M,White,0,1,Very Good,Bachelors,Employed,Government,Other Services,Employed,0,Very,7,310,550
20211211210591,1,73,F,White,0,0,Very Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,9,375,0
20211211210593,2,52,M,White,0,0,Very Good,Bachelors,Employed,Private,Real Estate,Not Applicable,0,Very,9,300,120
20211211210607,2,64,M,White,0,1,Very Good,Some College,Employed,Private,Real Estate,Not Employed,0,Somewhat,7,250,460
20211211210613,5,21,F,White,1,0,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,5,85,315
20211211210630,2,79,M,White,0,1,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,10,595,0
20211211210637,3,66,F,White,0,1,Very Good,Bachelors,Employed,Government,Manufacturing- Non-Durable Goods,Not Employed,0,Somewhat,8,340,0
20211211210639,2,46,F,White,1,0,Very Good,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,10,534,0
20211211210641,5,17,F,Asian/Pacific Islander,0,0,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,170,0
20211211210642,4,64,M,White,1,0,Very Good,Bachelors,Employed,Private,Real Estate,Not Applicable,0,Somewhat,7,0,920
20211211210645,1,61,F,White,0,0,Very Good,Some College,Employed,Government,Information,Not Applicable,0,Very,9,40,553
20211211210647,2,71,M,White,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,405,0
20211211210655,4,42,F,White,0,1,Very Good,Bachelors,Employed,Private,Health Care & Social Services,Employed,2,A Little,5,230,210
20211211210666,2,56,F,White,0,1,Good,Bachelors,Employed,Private,Information,Not Employed,0,Somewhat,7,240,625
20211211210675,2,26,M,Black,1,0,Very Good,Bachelors,Employed,Private,Information,Not Applicable,0,Very,7,120,390
20211211210676,14,17,F,White,0,0,Very Good,Middle,Employed,Private,Management & Education,Not Applicable,0,Very,10,198,620
20211211210679,3,32,F,White,1,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,2,Somewhat,7,360,0
20211211210683,2,33,F,White,0,1,Very Good,Masters,Employed,Private,Real Estate,Employed,0,Very,10,240,465
20211211210691,3,36,F,White,0,1,Good,Bachelors,Employed,Private,Health Care & Social Services,Employed,1,A Little,7,165,0
20211211210694,1,67,M,Black,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,330,0
20211211210697,1,80,M,White,0,0,Good,Masters,Employed,Government,Management & Education,Not Applicable,0,Very,8,285,470
20211211210699,1,77,F,2+ Races,1,0,Fair,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,7,938,0
20211211210700,2,53,M,White,0,1,Very Good,Some College,Employed,Private,Manufacturing- Durable Goods,Employed,0,A Little,9,450,0
20211211210704,1,50,F,White,0,0,Good,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,0,Somewhat,3,0,255
20211211210706,7,17,F,Black,0,0,Excellent,HS Graduate,Unemployed,Not Applicable,Other Services,Not Applicable,0,Very,8,80,0
20211211210707,2,39,F,White,0,0,Good,Some College,Employed,Self-Employed,"Agriculture, Mining, Construction",Not Applicable,1,Somewhat,8,183,479
20211211210709,1,55,F,White,0,0,Very Good,Masters,Employed,Private,Finance & Insurance,Not Applicable,0,Somewhat,8,1,0
20211211210744,1,72,F,White,0,0,Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,510,0
20211211210760,1,49,F,White,0,0,Poor,Middle,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Not at all,8,684,0
20211211210761,2,78,M,White,0,1,Very Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,335,0
20211211210779,1,76,F,White,0,0,Good,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,350,0
20211211210785,1,66,F,White,0,0,Fair,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,6,225,240
20211211210786,2,72,F,White,0,1,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,9,390,0
20211211210796,4,29,M,White,0,1,Very Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Employed,2,Very,5,35,645
20211211210798,2,67,M,White,0,1,Very Good,HS Graduate,Employed,Self-Employed,"Agriculture, Mining, Construction",Not Employed,0,Very,8,520,456
20211211210802,3,71,M,White,0,0,Very Good,Bachelors,Employed,Self-Employed,Health Care & Social Services,Not Employed,1,Very,7,250,0
20211211210815,2,79,M,White,0,1,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,10,240,0
20211211210826,1,43,F,White,1,0,Very Good,Masters,Employed,Private,Real Estate,Not Applicable,0,Somewhat,8,165,455
20211211210827,2,37,F,White,0,0,Excellent,Some College,Employed,Private,Health Care & Social Services,Not Applicable,0,Somewhat,7,180,585
20211211210830,1,72,F,White,0,0,Very Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,375,0
20211211210831,3,51,M,White,0,0,Very Good,Bachelors,Employed,Private,"Agriculture, Mining, Construction",Not Applicable,0,Somewhat,5,220,540
20211211210836,3,52,M,White,0,1,Excellent,Bachelors,Employed,Self-Employed,Other Services,Employed,1,Very,7,215,0
20211211210853,1,80,M,White,0,0,Fair,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,510,0
20211211210855,2,85,F,White,0,1,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,5,595,0
20211211210863,5,26,F,Black,0,0,Very Good,Some College,Employed,Private,Health Care & Social Services,Not Applicable,4,Not at all,5,90,495
20211211210868,2,36,F,White,0,1,Very Good,Masters,Employed,Government,Management & Education,Employed,0,Somewhat,7,190,525
20211211210880,3,55,F,White,0,1,Fair,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,1,Somewhat,10,880,0
20211211210881,1,33,F,White,1,0,Very Good,Bachelors,Employed,Private,Finance & Insurance,Not Applicable,0,Very,7,210,555
20211211210886,1,53,M,White,0,0,Very Good,Bachelors,Employed,Government,Other Services,Not Applicable,0,A Little,7,0,1260
20211211210887,1,30,M,White,0,0,Good,Professional/PhD,Employed,Private,Real Estate,Not Applicable,0,Somewhat,6,322,390
20211211210894,1,59,F,White,0,0,Very Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,9,189,520
20211211210896,2,24,F,White,0,0,Fair,Some College,Employed,Private,Health Care & Social Services,Not Applicable,0,Somewhat,5,510,0
20211211210898,1,43,F,White,244,0,Good,HS Graduate,Employed,Private,Manufacturing- Durable Goods,Not Applicable,0,A Little,7,60,810
20211211210900,1,32,M,White,0,0,Very Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Very,5,35,525
20211211210907,3,49,M,White,0,1,Excellent,Masters,Employed,Private,Other Services,Employed,1,Somewhat,8,5,0
20211211210908,4,41,F,White,0,1,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,2,Somewhat,8,180,0
20211211210910,3,33,F,White,0,0,Very Good,Bachelors,Employed,Private,Health Care & Social Services,Not Applicable,0,A Little,4,404,0
20211211210924,1,52,M,White,0,0,Good,HS Graduate,Employed,Private,Management & Education,Not Applicable,0,Very,8,180,0
20211211210933,3,76,M,White,0,1,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,8,850,0
20211211210935,2,71,F,White,0,1,Good,HS Graduate,Employed,Private,Health Care & Social Services,Not Employed,0,Somewhat,5,60,60
20211211210946,2,67,F,White,0,1,Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,0,Very,7,518,0
20211211210954,5,26,F,White,0,1,Good,Some College,Employed,Private,Manufacturing- Non-Durable Goods,Employed,3,Somewhat,7,240,426
20211211210956,5,57,M,White,0,1,Fair,Bachelors,Not in Labor Force,Not Applicable,Other Services,Employed,2,A Little,6,555,0
20211211210958,1,67,M,White,0,0,Fair,Some HS,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,989,0
20211211210962,3,50,M,White,1,1,Good,Some HS,Employed,Self-Employed,"Agriculture, Mining, Construction",Not Employed,1,Very,7,395,0
20211211210963,2,37,M,Black,0,0,Good,Some College,Employed,Private,Manufacturing- Durable Goods,Employed,0,Very,10,120,0
20211211210966,4,46,F,White,0,1,Good,Some College,Employed,Private,Real Estate,Employed,2,Very,7,90,435
20211211210968,1,80,F,White,1,0,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,10,360,0
20211211210972,2,69,F,Black,0,1,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,5,399,0
20211211210982,2,62,M,White,0,0,Very Good,Some College,Employed,Private,Real Estate,Not Applicable,0,Very,8,500,0
20211211210994,1,80,F,White,0,0,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,6,150,120
20211211210995,4,41,F,White,0,1,Fair,Some College,Employed,Private,Health Care & Social Services,Employed,2,A Little,8,495,0
20211211210997,2,77,M,White,0,1,Good,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Employed,0,Very,9,342,325
20211211210998,5,38,F,White,1,1,Excellent,HS Graduate,Employed,Government,Other Services,Employed,3,Very,10,75,380
20211211211002,1,85,F,White,0,0,Good,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,9,565,0
20211211211004,7,41,M,White,0,1,Fair,Some College,Employed,Government,Management & Education,Not Employed,4,A Little,5,60,0
20211211211005,1,61,F,White,0,0,Very Good,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,5,235,0
20211211211016,5,69,M,White,1,0,Fair,Middle,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,A Little,4,755,0
20211211211020,1,61,M,White,0,0,Excellent,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,8,435,0
20211211211025,2,72,F,White,0,1,Very Good,Bachelors,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,7,270,0
20211211211029,4,43,M,White,0,1,Very Good,Professional/PhD,Employed,Private,Manufacturing- Non-Durable Goods,Employed,2,Very,6,500,430
20211211211039,2,64,M,White,0,1,Very Good,Masters,Employed,Government,Management & Education,Employed,0,Very,8,270,0
20211211211044,1,75,F,Black,0,0,Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Somewhat,8,750,0
20211211211045,5,32,F,White,0,1,Good,Bachelors,Employed,Private,Health Care & Social Services,Employed,2,Very,7,90,390
20211211211050,2,33,M,White,0,1,Excellent,HS Graduate,Employed,Private,Manufacturing- Durable Goods,Employed,0,Very,10,330,465
20211211211055,2,61,F,White,0,1,Poor,HS Graduate,Not in Labor Force,Not Applicable,Other Services,Employed,0,Not at all,6,415,0
20211211211061,4,33,M,White,0,1,Good,Bachelors,Employed,Private,Finance & Insurance,Not Employed,2,A Little,6,285,60
20211211211065,2,43,F,White,1,0,Fair,Some HS,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Not at all,3,0,0
20211211211071,1,44,F,White,0,0,Fair,Some College,Employed,Private,Information,Not Applicable,0,Very,7,315,0
20211211211080,1,75,F,White,0,0,Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,3,310,0
20211211211082,1,62,M,White,0,0,Good,HS Graduate,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,8,55,490
20211211211085,3,48,M,White,1,1,Good,Some College,Employed,Private,Real Estate,Not Employed,0,Not at all,6,525,0
20211211211090,1,60,F,Black,0,0,Fair,Bachelors,Employed,Private,Manufacturing- Non-Durable Goods,Not Applicable,0,Somewhat,7,161,513
20211211211093,2,80,F,White,0,1,Very Good,Some College,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Somewhat,7,240,0
20211211211096,2,53,F,White,0,1,Very Good,Bachelors,Employed,Private,Finance & Insurance,Employed,0,Very,10,42,0
20211211211103,2,80,M,White,0,1,Very Good,Masters,Not in Labor Force,Not Applicable,Other Services,Not Employed,0,Very,8,430,0
20211211211109,2,44,M,White,0,0,Very Good,Some College,Employed,Private,"Agriculture, Mining, Construction",Not Applicable,1,Very,10,60,135
20211211211112,4,40,M,White,0,1,Very Good,HS Graduate,Employed,Private,"Agriculture, Mining, Construction",Employed,2,Very,8,120,685
20211211211122,3,41,F,White,1,0,Excellent,Elementary,Unemployed,Not Applicable,Other Services,Not Applicable,2,Very,8,360,0
20211211211132,1,72,F,White,0,0,Excellent,Professional/PhD,Not in Labor Force,Not Applicable,Other Services,Not Applicable,0,Very,10,435,0
20211211211135,2,60,M,White,0,1,Very Good,Bachelors,Employed,Private,Real Estate,Employed,0,Very,8,260,475
