INJ_BODY_PART,NARRATIVE
FINGER(S),While employee checking bolter head suction middle finger right hand became injured contacted broken chuck
FINGER(S),An employee got thumb pinched forks forklift spotting forklift conyeyor move
BACK,Working B water truck Bent working hydraulic hose felt pop back
SHOULDER,Emp driving driller pickup south quarry road He turned left path pit truck passing left Impact left front fender left door
BACK,Employee assisting welder lift piece metal back truck Metal weighed approx lbs Felt sharp pain lower back metal got ground
FINGER(S),Employee returning getting water Maintenance Office Upon reentering loader cab put right hand door closes utilized left hand shut door He thought could move right hand door shut The door shut right middle finger He reopened door removed finger
FINGER(S),EE holding steel aligning jackleg jackleg jumped smashing hand roof
FINGER(S),Hit left thumb hammer
SHOULDER,Employee assisting continuous miner operator moving place place As walking back toward coal transporter tripped uneven mine floor fell coal transporter During fall injured left shoulder causing fracture
BACK,EE pulling cleaning hose along th floor hose got caught The employee stopped suddenly EE began losing time
BACK,Lifted heavy piece stone back gave
ANKLE,Employee walking ladder stepped step twisted ankle
SHOULDER,EE prying screen cover slipped fell dislocating clavicle He continued working later went emergency room put back place He work two weeks
BACK,While picking front fire hose cart employee felt pain lower back
FINGER(S),EE cutting outer jacket piece wire holding wire right hand utility knife left hand slicing back towards right hand The utility knife slipped continued right thumb Resulting cut requiring stitches
BACK,Cutting large rolled plate XX using cutting torch cut plate fit entry Floc Tank plate sitting right cut cut complete plate shifted started fall forward employee grabbed plate stabilize keep plate falling lowered ground level help strainedwrenched back process
KNEE,Employee states repetitive movement pressing diesel pedal G Cat loader operating causing right knee hurt
FINGER(S),Injured employee loading IBeams scoop onto mule face Left While handling one beams rolled caught left index finger beam scoop resulting laceration The wound required two sutures close
FINGER(S),While filling hydraulic oil tank lid fell closed employees finger cutting fracturing
KNEE,Hanging line curtain Entry H Section Bent knees right knee went part oil went knee pad cut employee across knee
FINGER(S),EE helping install belt chain broke supporting tail piece causing EE mash thumb anchor pin turn buckle Injuries broken right thumb
HAND,Employee using porta power wood block move piston cup The wood block slipped hitting pry bar used causing pry strike employee hand The employee taken doctor determine employee needed sutures
FINGER(S),Employee lifting drum drum slipped catching finger drum fire extinguisher box
EYE(S),Individual got Bulk truck load supplies check holes got coal dust eyes Safety glasses worn time Coal dust removed optometrist th April making reportable incident
HAND,Scrapping plant trying get discharge lip around screen It flipped cut index finger middle finger
BACK,Employee pulling water hose onto screen deck approximately feet ground utilizing tag line As employee pulling last feet hose ee felt pain lower back diagnosed lumbar strain
SHOULDER,Employee stated continuous miner cable hung mine roof came loose struck Rt shoulder
KNEE,An employee removing material top tail pulley conveyor guard employee left knee rested tail pulley guard right foot tow bar conveyor The employees right foot slipped contacted ground causing employee twist right knee The employees right foot approximately ground
SHOULDER,Employee threw piece shovel wear plate back pick truck felt soreness shoulder
BACK,Worker operating loader removing stone ledge He felt back tighten soon became painful This injury NOT reported company The worker went doctor put restricted duty
BACK,On employee reported lower back stain checked First Responder said ok employee didnt want checked hospital released return work duties Employee reported hospital complaining lower back pain associated incident checked prescribed medication RTW days
KNEE,Employee went sample building sweep system towards end shift She walked around truck swept system got completed walked around truck get back As went around driver side slipped mud twisted left knee
FINGER(S),While cutting dead trees employee using smaller tree pole push standing tree appropriate direction The pole slipped causing employee fall forward line fire chainsaw The operator chainsaw shut power prior employee making contact however employee still sustained laceration requiring stitches
FINGER(S),Loading holes high pressure blast air forced loading hose hole forcing hand hand rail loading basket
EYE(S),Welding crusher repairing broken tooth Auto darkening lense failed welding helmet Caused flash burn eyes Supervisor carried employee emergency room doctor prescribed drops eyes Plant moving non auto darkening lenses major welding jobs
ANKLE,Employee drilling rock struck jackleg drill causing drill move come back striking employee hip bumped back drill hit R ankle went medics took employee ER room xrays resulted R ankle fracture
ANKLE,EE walking door shop tripped fan cord stumbled broke bone ankle
KNEE,While shoveling slope belt employee felt pain right knee Employee worked scheduled shifts going work Jan
HAND,Due accumulation water heading bolter crew experiencing vacuum problems roof bolter The employee changed dust bags cleaning mud coal particles dump valve canister His right hand caught dump valve due cooperator setting stab jack machine also activates dump valve canister
MULTIPLE,A rock burst occurred main drift employees constructing tunnel linerSeven miners injured
MULTIPLE,Employee moving saw guard fell hitting head Employee said neck sore headache Employee taking Advil refused go doctor On June employee said stopped taking pain medication neck hurt We made appointment go doctor
BACK,Employee unsure suspected injury occurred may pulled back lifting barrier beam getting cutting hezman jacks Employee stated feel something lifted barrier beam thought might nothing shift went stated feeling pain
FINGER(S),Employee holding crib block thumb top crib block placing head CM When head lowered thumb mashed
HAND,Shearer operator trimming top small piece sandstone flew cutter head requiring five sutures Employee wearing gloves
FINGER(S),Employee caught left hand rib arm window haul truck hauling ore Employee received stitches left hand placed restricted duty
KNEE,Employee kneeling stood Stepped harness lanyard Fell forward hitting left knee
ANKLE,Floor conditions uneven area injured person stepped softball sized piece coal rolled right ankle
BACK,Employee pulling piece wire front haul truck preparing operate He felt pain lower back went clinic diagnosed mild back sprain He returned regular job truck driver His condition improved unexpectedly got worse doctor put work
KNEE,Employee climbing ton articulate dump truck wet slipped access ladder step He fell ground less causing sprain left knee
SHOULDER,The employee walking tripped fell extending left arm attempt catch resulting strain sprain left shoulder Employee began missing work May
SHOULDER,Employee docking dredge winter one winch cables got caught underneath corner dredge Lenny tried pull cable free strained shoulder He didnt think anything weeks later pain continued He went doctor point restricted work
FINGER(S),Employee sawing timber saw jumped hitting left index finger
EYE(S),Employee cutting tree chain saw piece saw dust went safety glasses eye He sought medical attention next day diagnosed corneal abrasion He prescribed eye drops returned full duty No restrictions lost time
KNEE,Employee stepped mantrip knee locked slip trip clear cut event lead injury believe years underground work likely weakened knee
HAND,Injured employee pulled Shield hold adverse top Employee left hand placed pressure hose coming shield piece rock fell top striking shearer striking left hand resulting bruise
FINGER(S),Injured fractured right pinky finger catching end retention jaws Sandvik Bolter
MULTIPLE,The injured person driller screwed pulling plug add another piece drill pipe drilling He notice vibrated loose prior picking pipe fell approximately hitting shoulder He broken left forearm cracked four ribs
EYE(S),Employee cutting old track rail OA torches piece hot slag entered left eye eye protection
ANKLE,EE walking across bench foot hit exposed root causing trip fall resulting twisting right ankle
SHOULDER,EE struck ft steel prybar walking stairway cooler basement The pry bar dislodged kicked another employee lost footing using another prybar position section moveable cooler wall This resulted bar leaving cooler clearing external walkway striking injured EE left shoulder descended stairway
BACK,EE lifting heavy slushier bucket outside muck pile turn The muck feet shifter resulting strain injury
FINGER(S),EMPLOYEE WAS CUTTING LUMBER WITH A CHOP SAW AND THE BLADE CAUGHT HIS RIGHT THUMB RESULTING IN A LACERATION
KNEE,Walking Sugar Run Slope clean spillage slipped catching right hand twisting right knee Employee began missing work diagnosed sprain No issue PPE mining machinery training employee reporting take care regulatory issue
KNEE,Employee standing tire grader adding transmission hydraulic oil When finished servicing got tire operator started grader see wheels would turn They wouldnt operator shut grader back according employee He states climbed back tire shut grader doors wheels moved causing fall
KNEE,Employee slipped mud along belt line twisted left knee He continued work surgery
HAND,Employee using impact gun socket When pin came socket struck palm employees Left hand resulting puncture wound required suturing
BACK,Operator error Swing Bucket quickly
SHOULDER,Was putting wire rope gravel barge wind took pushed barge wire rope got tight knocked deck dredge landed right shoulder Compensated till MRI rule fracture tear
EYE(S),On employee grinding crusher chute He lifted shield removed glasses wiped face rag afterwards noticed something eye He thought got woke eye red irritated He went eye doctor removed piece rusty metal eye given prescription eye drop
ANKLE,Employee positioned ventilation tubing pushingsliding slider tube ventilation tubing towards working place time immediate mine roof rock fell ventilation tubing knocking employee ground causing injury
HAND,Employee installing rib bolt plate slid bolt struck left hand
EYE(S),Employee working shop lighting good He hammering remove bearing case He wearing shaded safety glasses pulled nose see better He struck bearing small piece metal struck eye
SHOULDER,Employee complained pain right shoulder sought medical attention MRI consequently performed The MRI indicated glenoid rim cyst disruption overlying cartilage He taken work This reported occupational illness
FINGER(S),EE changing bits Joy miner using hammer knock stuck bit He missed bit struck left thumb
SHOULDER,Miner injured right shoulder reaching top screen deck pull second deck screen place
BACK,EE moving replacing impeller shoes EE felt pain lower back EE sent doctor restricted days return yet
BACK,Employee pulling two inch waterlines apart felt pain lower back
MULTIPLE,Employee moving rock roadway Shuttle car could pass
FINGER(S),EE bolting entry small piece roof fell striking left index finger He received laceration ceased work He drove hospital received five stitches He returned work next shift
FINGER(S),Employee taking starter Dump truck slipped caught right thumb starter cinder block resulting contusion required drainage blood
ANKLE,stepping gyro dump bos lost balance rock twisted ankle rock wet due rain conditions inches received day
MULTIPLE,EE slipped frost covered rear loader tire falling onto tire injuring right ribs shoulder
SHOULDER,Employee reaching release locking mechanism felt strain shoulder He seen monthly basis determined doctor January repair shoulder He put restricted duty surgery
FINGER(S),She stepped area pull bag jammed machine cycled support forks rotated lacerated top right index finger causing avulsion Employee treated local hospital received stitches discharged restricted duty
SHOULDER,Employee tripping pipe hand caught pulling twisting arm Injury occurred May employee see physician receive medical treatment May
BACK,Employee helping belt power move When attempted hang miner cable felt pop pain lower back He stopped working time
HAND,Employee getting elevator caught right hand doors The employee continued working April went doctor get checked
SHOULDER,EE pushing positioning rock roller conveyor head hydraulic stone splitter EE heard popping sound Lshoulder Lshoulder felt sore EE go doctor occasion restrictions missed work days however upon advice doctor EE completed surgery Lshoulder undetermined time rehab
HAND,While operating Hilti Fastener Gun employee placed hand barrel gun fired
EYE(S),Employee walking cooler room dust got left eye
BACK,The employee grabbed set steps pulled toward felt pain back
HAND,cleaning ram shelves preheater shovelwearing glovespossible abrasive action inside glove lime combined sweatredness behind right thumb diagnosed nurse practitioner staph infectiontreated antibioticsmuch improvedno lost time
MULTIPLE,Employee operating shuttle car hit hole roadway hitting head shuttle car canopy
BACK,Operator speeding forklift hit concrete slab swerved overcorrected forklift went side degree angle came rest pallet product
KNEE,As miner using jack leg came sending miner backwards When stepped backwards step hole hurting knee
KNEE,Employee stated stepped rail flatcar backwards As stepped ground took one step backwards twisted left knee
FINGER(S),EE putting bends brackets using chicago break machine EE pushed clamp button instead inch button smashing left pinky EE taken ER EEs tips pinky bone chipped pinky placed splint referred Ortho Taken work
EYE(S),While performing preshift inspection haul truck operator climbed right side turn heater valves The engine fan blew drop coolant face got eye The eye flushed continued irritated He taken doctor given prescription
BACK,Employee coming cab PC missed step coming stairs fell catwalk tried catch arm pulling muscle back
ANKLE,Employee manning tag line conveyor section lifted cranes tag line newly purchased broke employee stumbled backwards twisting right ankle
BACK,Walking parking area shift employee stepped depressed area covered snow jarred back experienced pain lower back At time neither first aid medical treatment sought
FINGER(S),Employee loading skid steer loader onto truck thumb caught bucket loader frame truck mashing right thumb He received stitches
FINGER(S),Employee changing hydraulic hose roof bolter wrench slipped causing strike finger roof bolting machine resulting fracture
HAND,He moving cable reel cover shuttle car cover stuck cover came loose caught left hand cover rib causing laceration requiring sutures
FINGER(S),IE another EE transporting drill lowboy Other EE exited lowboy cab passenger side IE driver looking back right shoulder drill unloading ramp hand door frame When EE closed passenger door pinched IEs thumb causing lacerating required sutures
MULTIPLE,COLLAPSE OF HIGHWALL DUMP POCKET OR BACKING OVER BERM
BACK,Employee putting rubber metal plates wash plant standing main feeder belt eco block Foot slipped main frame eco block employee fell backward onto Grizzly motor frame Employee go DrHosp soreness No broken bones bruised
KNEE,Employee slipped ice walking office shower house Lowry Mine This reoccurence injury It reportable Employee woke pain swelled knee continued work rest week went light duty Then went work
MULTIPLE,While employee carrying dust filters bent hard hat struck corner metal strap hanging approximately top causing fall backside Employee complaining pain neck back He transported EMS Raleigh General Hospital treatment A CT scan taken results negative
ANKLE,Employee loading roof mesh stepped mesh onto crib block rolling right ankle
KNEE,He working PC final drive hopped hoe landed feet approximately feet track ground When jumped hoe hurt RIGHT knee He said RIGHT knee popped He said think bad enough report
SHOULDER,Affected employee standing middle empty barge preparing tie barge bumped dock barge causing employee lose footing fall onto right shoulder
EYE(S),Employee leaving work wind blew lime eyes
KNEE,He banding skid grabbed rock spun fast left felt pull burn left knee
KNEE,Employee loading blocks scoop bucket As walking toward scoop carrying block tripped causing fall strike left knee ground This resulted laceration left knee required sutures repair
ANKLE,Went climb onto excavator using handrails slipped wet track Foot landed rock uneven ground causing ankle twist
FINGER(S),Employee assisting placement bundle rods The rods slowly swung toward employee put right hand steady The rods inside bundle shifted catching tips middle ring fingers right hand Per employee butterfly closures used
ANKLE,Employee operating front end loader He finished loading coal truck handing transport ticket driver He lost footing fell front end loader twisting left ankle
FINGER(S),Laborer smashed finger jackhammer support structure Causing contusion left index finger
FINGER(S),Employee thrown track switch switch point rail straight rail became bounded bottom part rails The employee placed left hand switch point rail pick rail suddenly moved pinching middle fingers left hand two track rails causing fracture fingers
ANKLE,The employee stated stepped walkthrough RBM miss judged distance causing twist ankle He missing work
ANKLE,The injured employee exiting vehicle enter office slipped fractured right ankle
MULTIPLE,An employee struck slab rock measured approximately inches inches thick inches wide inches long The roof fall occurred Main crosscut North North
FINGER(S),Employee walking wood work bench Lab left hand brushed bench From contact employee received splinter knuckle Left Index finger Employee taken ER received stitches
KNEE,Setting steel plate place Dropped plate plate bounced deck striking left knee
FINGER(S),While using hand drill line drill caught piece metal popped back stiking right pinky finger causing fracture The employee still evaluated
FINGER(S),EE operating Front End loader cover came one air conditioning vents When went put back noticed rag hole He put hand pull rag contacted fan blades lacerating pad middle finger requiring stitches
ANKLE,Mine stepping loader twisted ankle
ANKLE,Employee carrying LW shear bits shear slipped LW shield relay bar hurting left ankle
MULTIPLE,On employee slipped mounting crane strained back wrist The employee given restrictions doctor able meet restrictions performing regular job duties The employees doctor notes evaluated determined place employee limited activity help heal employees injuries
FINGER(S),The employee helping unload trailor picked bundle roof bolt plates His thumb caught edge bundle plates cutting thumb
FINGER(S),Installing PTO load PTO shifted rolled onto right hand smashing middle finger
ANKLE,EE climbing CH make repairs Lost balance fell Twisted right ankle
SHOULDER,grinding suction valve hours alternating co worker supervisor minimal soreness end day woke pain weakness lateral right shoulder raising arm overhead motion right side back sore
HAND,While removing pogo stick pull curtain rock approx inches long inches wide dislodged cutting left hand thumb Resulted three stitches
FINGER(S),Employees attempting install XX steel diagonal brace The upper end brace slipped connection clip support column struck right hand Employee pinching diagonal brace inside support column Physicians UMCTucson made decision amputate right pinky finger
MULTIPLE,Employee attempting climb ladder loader employee slipped grabbed grab bar left arm avoid falling employee pulled something left armshoulder
BACK,Employee injured back reached vibrator pick header block
EYE(S),The employee polishing side stone felt piece stone hit eye He report immediately hoping would get better It He diagnosed corneal abrasion given prescription
EYE(S),Employee changing bits shearer small rock fell shields striking employee top hard hat The clip hard hat adjustment liner caused laceration employees left eye required staples The employee returned work next scheduled shift
SHOULDER,The injured employee attempting remove excess coal buildup transfer chute slipped struck right shoulder chute structure ultimately resulting contusion
BACK,Employee dismounting ladder fell straining back
SHOULDER,The operator roof bolter reeling cable slack left pulling face His partner behind hanging cable cable kicked causing persons arm hanging cable pull backwards
FINGER(S),WAS PUTTING A BOARD ON A PLATE CAUGHT HIS FINGER BETWEEN THE ROOF AND THE PLATE
EYE(S),Operating Komatsu E electric rock truck unknown object flew right eye His eyes flushed eye wash transported hospital He diagnosed slight scratch eye given ointment treat scratch He released back duty limitations
EYE(S),Employee turning water valve could adjust spray bars B screen valve came apart dirty water got eyes The employee went emergency department eyes flushed prescription issued corneal abrasion
SHOULDER,Emergency Services Officer conducting preshift vehicle inspection While walking near squad tripped curb He extended arms hands break fall After landing felt pain left shoulder left thigh
BACK,Employee mounting DR dozer slipped fell ground back
KNEE,Employee hit windrow Gob right knee causing strain
HAND,Working bag house blend silo
FINGER(S),The employee climbing ladder located side shovel The lower steps ridges traction boots dont slip While dismounting machine wedding band left ring finger caught ridge step cut left ring ringer
ANKLE,Employee washing loader rolled ankle hose Did report injury employer
MULTIPLE,The technician assisting moving PH shovel machine lost propel capabilities The machine rolled reverse striking pickup driven technician causing fatal injuries
KNEE,Injury reported company via MSHA inspector Vermont DOL days ee stopped showing work reasons unrelated injury No report injury personnel onsite interview We know anything ee states banged knee He sought medical attention without knowledge seen medical reports
KNEE,Employee stepping center drill drill station stepped rock twisted right knee He continued work
MULTIPLE,Employee felt pain neck back shovel loaded haul truck driving This become restricted duty scheduled shift started
EYE(S),Employee grinding G loader Grinding dust settled hood welding helmet lenses came material went employees right eye Employee went Mountain State Eye Associates seen Dr A piece metal removed free floating employee received prescription
SHOULDER,Employee hand shaking stack screens laboratory particle size analysis bauxite samples felt pop pain shoulder The sample screens weigh approx lbs
MULTIPLE,Employee alleges injury laid end shift never reported management Management notified Workers Comp Claims neck back injury running rock truck another rock truck
BACK,EE removing flooring primary dust control building morning July lifting pulling piece plywood floor building strained back
KNEE,Employee unloading steel plates pallet forklift one forks slipped hit employee right knee causing cut swelling Employee taking quick care treated Returned work light duty Resumed full duty
MULTIPLE,The employee performing trouble shooting electrical ground monitoring system volt receptacle located KVA transformer An arc flash occurred employee sustained nd rd degree burns hands face arms
SHOULDER,Employee pulling cable roof bolter cable reel cable stalled fell left shoulder He felt pain continued work reported superintendent said ok On went physician doctor scheduled surgery He missed work several weeks surgery recover
FINGER(S),Employee using sledge hammer hit cap piece close inspection door panline Missed cap piece finger cut caught hammer handle panline Sutures required close laceration
BACK,Installing Five foot roof bolt bolt twisted causing victim fall forward straining lower back
SHOULDER,Employee states repositioning feeder cable strained right shoulder Lost time injury
BACK,Employee felt strain lower back handling hitech pump able bags
HAND,While employee bolting piece draw rock fell striking canopy machine When rock fell turned placed hand bolter fan The rock fell canopy struck left hand causing fractured little finger lacerations
FINGER(S),Employee spoting stopping section While backing scoop break door scoop opened He attempted shut door continuing back scoop fingers caught door coal rib
HAND,Ee cutting rubber hose utility knife blade slipped cutting hand Injury required sutures
SHOULDER,Shoveling belt take long handle shovel pulling shovel back gob flipped shovel felt pain shoulder Started missing work
FINGER(S),EE changing springs vessel clean coal screen When reached pull spring Harrington T chain hoist gave way allowing screen fall mashing four fingers screen pedestal spring He received contusion He work notice therapy
SHOULDER,Emp stated yrs ago noticed beginning discomfort left shoulder In last mo pain shoulder pushed roofbolt steels drill hole There actual injury date emp notify supervisor No restrictons placed emp
FINGER(S),Coal Maintenance Mechanic repairing air line R tunnel beneath stackout tube While using wrench wrench slipped fitting employee lightly contacted tail end wormgear hose clamp near fitting The edge metal hose clamp caused laceration employees right ring finger requiring sutures close
EYE(S),Cleaning feed shelf south east corner top door When finished started climb work platform something blew left eye Not sure came face shield blew floor At time safety glasses face shield
KNEE,Employee climbing onto drill felt popping right knee He could put pressure leg Had another employee help machine
FINGER(S),person holding tool another person used hammer tap loose shim handle hammer hit another object cause hammer head miss tool striking persons pinky finger finger sustained fracture required stitches
KNEE,EE walking stairwell dredge engine room ee stepped fourth step bottom ees left pant leg cuff wet caught ees left heel causing ee trip fall As ee fell ees left knee struck handrail resulting strain sprain left knee EE placed modified duty result injury
EYE(S),While driving forklift reverse employee turned head foreign body got left eye Doctor removed foreign body gave employee prescription eyedrops Employee returned work restrictions
ANKLE,This person employee Springville Plant ID Driver removing tiedown straps load removing strap load shifted striking drivers ankle Driver received fractured left ankle Driver employed David Graham Trucking
KNEE,Employee walking beltline right knee gave felt sharp pain right side knee Worked regular duty knee surgery becoming losttime accident
BACK,Victim changing cutting edge Komatsu dozer The cutting edge slipped caught prevent falling His lower back started hurting later He went Pikeville Medical Center ER Feb th Employee still work date
MULTIPLE,Employee trying get warm near Nat Gas Garbage Can Style Heater When employee turned away heater reflective safety vest caught fire Employee used left hand put fire When unsuccessful dropped rolled extinguish flame First aid given employee driven medical facility Back work following day
BACK,Picked box glue roof bolter strained back employee started missing work
HAND,Employee trying hold hose end wand steam Jenny another worker applied pressure hose kicked wand water steam cut hand across top thumb index finger
HAND,He splicing miner cable belt knife hand slipped cut finger left hand stitches
BACK,He slipped wet ground getting Bobcat landed back Bobcat parked concrete slab dismounted properly foot slid slick mud
FINGER(S),Right index finger smashed cut lbs hydraulic cylinder frontend loader shifted fell finger attempting remove part maintenance Examination showed slight fracture finger tip Cut cleaned bandaged Antibiotics prescribed
FINGER(S),Employee installing track Employee picked rail slate bar install track tie rail rolled smashing finger rail tie Employee treated Raleigh General Hospital received six sutures right finger
SHOULDER,Employee using whipping motion put foot spacing drip lines felt minor pain right shoulder
ANKLE,Electricianmechanic change tire std shuttle car went put wedge tire tire fell shuttle car hub landing Electricians ankle Electrician continued working wheel completed job leaving outside go home
SHOULDER,Employee moving portable heater East side Packhouse West side would working As wheeled heater tunnel wheel got caught tap box shoulder jerked back causing great deal discomfort He reported supervisor
ANKLE,While hooking chain scoop disabled ram car right foot pinched ram car moved He transported ambulance Xrays revealed fractures yet removal damaged tissue suturing lacerations caused lost time injury
BACK,The employee stated bent picking block rock fell top The rock hit middle back
FINGER(S),An employee cut left thumb trying cut drip tubing employee utilizing utility knife
FINGER(S),While center bolting lTail employee finished drilling ft hole began taking drill steels hole removed first one left hand lost grip three roof The three subsequently fell struck left thumb causing laceration fracture
FINGER(S),Employee assisting others lift one end rail protruding side rail truck threw rail truck rail repositioned bounced back quickly caught employees thumb rail repositioned pile rails car
FINGER(S),Employee using cut tool cut copper bar Employee holding copper bar pair channel locks cutting bar cut tool kicked struck top finger rotating disc causing laceration required sutures close
KNEE,Stepped rock walking toward right side dinner hole twisted left knee Company rule making work area safe followed No mining equipment involved regulations broken issue PPE issue training
MULTIPLE,An empty haul truck traveled forward direction dump berm came rest bottom angle repose dump fatally injuring operator
FINGER(S),EE raising manlift get feeder pan caught right index finger structure basket EE stated manlift traveling let controls
FINGER(S),Employee operating stationary belt saw completing cut block marble Standing platform control panel noticed movement left Saw slab tilting outward reached left edge slab At time x x timber used hold slabs place came loose toward employee came contact tip finger left hand
BACK,employees dragging pump controller power cable along offside belt Employee tripped tried catch Within hurt lower back
KNEE,Employee pulling hose break loose When hose released twisted left knee Reportable lost time injury due surgery
KNEE,RED LINE CASE Employee walking grating felt popped knee
HAND,The employee finished drilling hole roof steel became stuck The employee placed right hand roof steel line steel go pot caught hand boom roof
FINGER(S),While moving guard inspection chain conveyor guard slipped grasp pinching tip left ring finger guard
HAND,A mechanical pod rock duster started injured walked near end rock dust hose A plug removed hose blew striking roof board striking injured hand Stitches
FINGER(S),A longwall employee walking along shield line noticed shear stopped cutting proceeded walk along shear line assist employees rock jam A rock released tailgate drum striking employee left hand causing fracture partial amputation middle finger laceration index finger
HAND,CHISELING ON FAN HUB AND CHISEL BROKE A SLIVER PIECE AND FLEW INTO TOP OF LEFT HAND AND INTO BLOOD VEIN EMPLOYEE WENT TO CLINIC BECAUSE OF THE MEDICAL CONCERN XRAYS ONLY WERE TAKEN
FINGER(S),Employee roof bolting Face put first steel roof roof rock rock x thick fell reaching steels rock struck right hand little finger
ANKLE,Employee preparing hose area stepped piece pipe twisted left ankle
KNEE,Helper climbing pipe truck He put right foot first step grabbed handles help pull When lifted ground put weight right foot His right foot wasnt straight rest body caused knee twist put weight
MULTIPLE,Bolting twist steel hung trying pull steel top canopy hit back head nothing wrong jacks
SHOULDER,Employee slipped dismounting ladder Reportable lost time injury due surgery
FINGER(S),Employee lowered skip started climb stope He noticed slack cable put foot skip bucket bucket fell hung position cable wrapped around L hand pinching fingers Went medic sent xrays Resulted fracture finger
FINGER(S),Injured employee trying reposition suction hose water pump While injured employee pushing employee pulling The hose went upright hose sprang back caught finger foot valve upright boom truck Resulting fracture right index finger
EYE(S),Employee running Caterpillar DR Dozer As backing struck high pile coal gave jolt Employee claims began see black spot right eye
ANKLE,An operator stepped pickup rolled ankle He felt pain immediately ankle started swell He taken hospital xrays negative This update earlier Medical First Aid case The injured person saw specialist today determined break ankle bone detected earlier
HAND,Employee cleaning restroom slammed right hand door She seen soft tissue injury day She seen months later physician hand determined injury aggravated issues associated Dupuytrens contracture She placed restricted duty use hand
FINGER(S),Employee pinched right index finger small piece wood shelf placing wood onto resulting laceration The laceration required stitches close
FINGER(S),Employee drilling inch hole conveyor frame The drill caught exited steel torque drill twisted right hand Injury fractures F F
FINGER(S),Employee unhitching trailer truck He thought trailer stand It He tried keep hitch hitting ground smashed finger hitch ground causing laceration left index finger
SHOULDER,EE reached scoop retrieve knife He hit right shoulder door frame He continued work shift pain got continuously worse
SHOULDER,Employee strained shoulder removing lumps cement grating
ANKLE,Was hooking air hose powder truck lost footing loose ground Miner rolled ankle
BACK,Employee walking fireboss rounds stepped hole felt pain lower back EMPLOYEE HAS BEEN WORKING SINCE DATE OF ACCIDENT AND DID NOT START LOOSING TIME UNTIL WHEN HE WENT OFF WORK DUE TO SURGERY
BACK,Bending knee raised standing position severe pain back unable move
FINGER(S),Employee cutting inch rubber hose pocket knife knife slipped cutting thumb right hand requiring stitches
BACK,Employee operating loader twisted seat backing The loader ran rock jarring employees back The employee felt medical treatment needed The employee experiencing pain seen physician placed restricted duty
KNEE,Employee turnedtwisted right knee stemming blast holes Drvisit Rt knee strainOrtho visit suggest surgery WCofArizona requested nd opinionOrtho visitsuggested surgery Surgery incident became reportable incident
EYE(S),EE moving fan dry dock area dustrust blew surrounding fans around PPE landed eye He naturally rubbed resulted small scratch eye It removed prescribed prescription antibiotic Released immediately full duty restrictions
KNEE,Employee helping carry steel airline rough terrain twisted left knee
SHOULDER,Employee poking product chute pole kicked back injured shoulder
BACK,Employee loading binder coalburg seam When attempting load bucket material bucket caught hard spot stopped loader jarring whole body especially back He contacted Foreman denied transportation ER Was Xrayed told nothing broke He started missing work th ruled compensatory March
EYE(S),Employee working inside form walls surface climbing suddenly got debris right eye He wearing safety glasses He went medic site taken eye doctor RX issued preventative care He issued full release returned work next shift This Contractor Martel Construction MSHA ID A
MULTIPLE,Traveling set steps fell injured left knee right shoulder
KNEE,The employee examining belt entry He tripped bridge fell knee
BACK,After long period shoveling Big Unit employee noticed pain lower back eventually spread groin area Employee went doctor placed restricted duty due back sprain Employee put restricted duty next doctor visit
ANKLE,Employee stepped lose rock checking vehicle guard house Employees ankle rolled causing sprain
BACK,While working water plant operator kneeling coiled flex hose struck hard hat distance approx feet coworkers working handling line Operator states impact knocked hard hat Operator went medical evaluation placed light duty minor upper back pain
HAND,Process Mechanic loosening liner bolts Mill inched clockwise His hand caught handrail impact wrench causing contusion Employee worked five days called injury hurting badly work sixth day
FINGER(S),Emp using pipe wrench turn motor sheave move output shaft reducer Emp got rihgt hand index finger caught wrench bottom half guard Emp finger smashed cut He surgery repair
FINGER(S),EE driving tpost fence While driving tpost lifted tpost driver high causing miss tpost way caught finger tpost driver tpost Has stitches left index finger
MULTIPLE,An employee shoveling accumulations shield toes face rolled fell pan line striking employee ear shoulder
SHOULDER,Employee reported twinge left shoulder hand scaling roof bolting cycle The orthopedic classified biceps tendonitis well advanced end stage degenerative changes AC joint Employee continued perform job states pain subsided doctor placed employee restrictions scheduled surgery
EYE(S),Employee welding grinding steel pipe work station He felt irritation right eye around PM
BACK,Employee hanging miner cable felt pain lower back He continued work regular scheduled shifts On visited Dr given immobilization device continues work scheduled shifts
HAND,Employee moving cover A longwall headgate drive another employee slipped resulting injured EE pinching left hand cover headgate drive Original trip hospital diagnosed contusion left hand Employee went back hospital diagnosed fractured scaphoid bone hand
ANKLE,EE sprained ankle uneven ground exiting manlifts operators station Physician placed restricted duty followup appointments scheduled
HAND,Miner crossing belt cat walk Got piece metal hand
KNEE,Employee putting new shaft feeder slid striking left knee employee placed restricted duty
FINGER(S),The employee using hammer bust steel band pallet blocks The band snapped back cut knuckle causing laceration
FINGER(S),Operator palletizer closed doors smashed finger coworker Operator see
MULTIPLE,While working continuous miner rock fell roof striking injured miner head shoulder arm
KNEE,EE complained back hurting going work hanging cable got knee said hurt knee Which surgery another ee light duty days came back full duty discharged
MULTIPLE,EE making splice cable laying ground xcut N right side The ram car operator slowly eased ram car xcut unaware EE He struck ram car injured multiple parts body
